<3	<3 🫶
成长的心	成长的心 💗
我	我 💀 🫴 🤙 🙋 🙋‍♂️ 🙋‍♀️ ℹ
我不知道	我不知道 🤷 🤷‍♂️ 🤷‍♀️
戒指	戒指 🛟 💍
战争	战争 🥷 🪖
战士	战士 🥷 🪖
战斗	战斗 🥷 🤼 🤼‍♂️ 🤼‍♀️
戳	戳 🫵
戴单片眼镜的脸	戴单片眼镜的脸 🧐
戴头巾的人	戴头巾的人 👳
戴头巾的女人	戴头巾的女人 👳‍♀️ 🧕
戴头巾的男人	戴头巾的男人 👳‍♂️
戴着医用口罩的脸	戴着医用口罩的脸 😷
戴面纱的人	戴面纱的人 👰
戴面纱的女人	戴面纱的女人 👰‍♀️
戴面纱的男人	戴面纱的男人 👰‍♂️
戴黄芩的人	戴黄芩的人 👲
户外	户外 🌻 🥾
房子	房子 🛖 🏘 🏚 🏠 🏡
房屋	房屋 🪴 🏘
房间	房间 🧖 🧖‍♂️ 🧖‍♀️ 🚺
所有人	所有人 👥
所罗门群岛	所罗门群岛 🇸🇧
扁面包	扁面包 🫓 🥙
扇子	扇子 🪭
手	手 🤗 🤭 🫢 😒 👋 🤚 🖐 ✋ 🖖 🫱 🫲 🫳 🫴 🫷 🫸 👌 🤌 🤏 ✌ 🤞 🫰 🤟 🤘 🤙 👈 👉 👆 🖕 👇 ☝ 🫵 👍 👎 ✊ 👊 👏 🙌 🫶 👐 🤲 🤝 🙏 ✍ 🙅 🙅‍♂️ 🙅‍♀️ 🙆 🙆‍♂️ 🙆‍♀️ 💁 💁‍♂️ 💁‍♀️ 🙋 🙋‍♂️ 🙋‍♀️ 🧑‍🤝‍🧑 👭 👫 👬 🧤 🪭 🪬
手下手的人	手下手的人 💁
手册	手册 🧑‍🦽 🧑‍🦽‍➡️ 👨‍🦽 👨‍🦽‍➡️ 👩‍🦽 👩‍🦽‍➡️
手动轮椅	手动轮椅 🦽
手动轮椅上的男人	手动轮椅上的男人 👨‍🦽
手动轮椅的人	手动轮椅的人 🧑‍🦽
手动轮椅的女人	手动轮椅的女人 👩‍🦽
手势	手势 🙈 🙉 🙊 🤌 🤟 🤘 🙌 🙏 🙍 🙍‍♂️ 🙍‍♀️ 🙅 🙅‍♂️ 🙅‍♀️ 🙆 🙆‍♂️ 🙆‍♀️ 🙋 🙋‍♂️ 🙋‍♀️ 🧏 🧏‍♂️ 🧏‍♀️ 🙇 🙇‍♂️ 🙇‍♀️
手包	手包 👝
手套	手套 🥎 🥊 🧤
手拿包	手拿包 👝
手持白手杖	手持白手杖 🧑‍🦯‍➡️
手持白色手杖	手持白色手杖 👨‍🦯‍➡️
手持白色拐杖	手持白色拐杖 👩‍🦯‍➡️
手指	手指 🖐 🖖 🤌 🤏 🤞 🫰 🤟 🤘 👈 👉 👆 🖕 👇 ☝ 🫵
手指被夹	手指被夹 🤌
手掌	手掌 🖖 🫳 🫴 🤲 🥥 🪬
手掌向上	手掌向上 🫴 🤲
手掌向下	手掌向下 🫳
手推车	手推车 🛒
手提包	手提包 👛 👜 👝
手提箱	手提箱 🧳
手机	手机 🤳 📱 📵 📶 📴
手机关机	手机关机 📴
手杖	手杖 🧑‍🦯 🧑‍🦯‍➡️ 👨‍🦯 👨‍🦯‍➡️ 👩‍🦯 👩‍🦯‍➡️ 🩼
手枪	手枪 🔫
手柄	手柄 🍵
手牵手的女人	手牵手的女人 👭
手牵手的男人	手牵手的男人 👬
手球	手球 🤾 🤾‍♂️ 🤾‍♀️
手电筒	手电筒 🔦
手臂	手臂 💪 🦾
手表	手表 ⌚
手风琴	手风琴 🪗
扑灭	扑灭 🧯
打击乐器	打击乐器 🪇
打包	打包 🛄
打印	打印 👣 🫆
打印机	打印机 🖨
打哈欠	打哈欠 😴 🥱
打哈欠的脸	打哈欠的脸 🥱
打喷嚏	打喷嚏 🤧 😫
打喷嚏的脸	打喷嚏的脸 🤧
打嗝	打嗝 🫧
打字	打字 💬
打开	打开 👐 📬 📭 📂 🔓 🈺
打开书	打开书 📖
打开带有升旗的邮箱	打开带有升旗的邮箱 📬
打开带有降旗的邮箱	打开带有降旗的邮箱 📭
打开文件夹	打开文件夹 📂
打手势“不”的人	打手势“不”的人 🙅
打手球的人	打手球的人 🤾
打手球的女人	打手球的女人 🤾‍♀️
打手球的男人	打手球的男人 🤾‍♂️
打水球的人	打水球的人 🤽
打水球的女人	打水球的女人 🤽‍♀️
打水球的男人	打水球的男人 🤽‍♂️
打球	打球 🤽 🤽‍♂️ 🤽‍♀️
打电话给我	打电话给我 🤙
打破	打破 💔 ⛓️‍💥
打结	打结 🪢
打赌	打赌 👌
打高尔夫球的人	打高尔夫球的人 🏌 🏌️‍♂️
打高尔夫球的女人	打高尔夫球的女人 🏌️‍♀️
托克劳	托克劳 🇹🇰
托盘	托盘 📤 📥
托运	托运 🛄
执行	执行 📋
扩音器	扩音器 📣
扫帚	扫帚 🧹
扬声器	扬声器 🔇 🔈 🔉 🔊 📢
扬声器中等音量	扬声器中等音量 🔉
扬声器大音量	扬声器大音量 🔊
扬声器静音	扬声器静音 🔇
扬声器音量低	扬声器音量低 🔈
扭曲	扭曲 🪢
扭曲的	扭曲的 🥨
扮鬼脸	扮鬼脸 😬 🙎 🙎‍♂️ 🙎‍♀️
扳手	扳手 🛠 🔧
承载者	承载者 🐍 ⛎
技术专家	技术专家 🧑‍💻 👨‍💻 👩‍💻
技能	技能 🥷 🤹 🤹‍♂️ 🤹‍♀️
抓住	抓住 😦 🫴 🪝
抓住你了	抓住你了 👌
投掷	投掷 ⛹ ⛹️‍♂️ ⛹️‍♀️ 🤾 🤾‍♂️ 🤾‍♀️
投球	投球 🤾 🤾‍♂️ 🤾‍♀️
抗议	抗议 🪧
折叠	折叠 🙏 🪭
折叠手扇	折叠手扇 🪭
折扣	折扣 🈹
抛光	抛光 💅
抛掷	抛掷 🤾 🤾‍♀️
抛球	抛球 🤾 🤾‍♂️ 🤾‍♀️
护士	护士 🧑‍⚕️ 👨‍⚕️ 👩‍⚕️
护照	护照 🛂
护照检查	护照检查 🛂
护理	护理 💅 👩‍🍼 👨‍🍼 🧑‍🍼
护目镜	护目镜 🥽
护身符	护身符 🧿 🪬
报纸	报纸 📰 🗞
披肩	披肩 🧕
披萨	披萨 🍄‍🟫 🍕
抬起	抬起 🤨
抱怨	抱怨 🙎 🙎‍♂️ 🙎‍♀️
抱歉	抱歉 😕 🙇 🙇‍♂️ 🙇‍♀️
抵制	抵制 🥹
抵达	抵达 🚈 🛬 🛄
抽水马桶	抽水马桶 🚾
抽泣	抽泣 😭
拄白拐杖的人	拄白拐杖的人 🧑‍🦯
拄着白拐杖的女人	拄着白拐杖的女人 👩‍🦯
拄着白拐杖的男人	拄着白拐杖的男人 👨‍🦯
担心	担心 😟 😨 🫦
担忧	担忧 🫦
拇指	拇指 🫰 👍 👎
拉	拉 👮 👮‍♂️ 👮‍♀️
拉丁十字	拉丁十字 ✝
拉丁文	拉丁文 🔠 🔡 🔤
拉丁语	拉丁语 ✝
拉脱维亚	拉脱维亚 🇱🇻
拉链	拉链 🤐 🤌
拉链嘴	拉链嘴 🤐 😒
拉链嘴脸	拉链嘴脸 🤐
拉面	拉面 🍜
拍	拍 🫳
拍手	拍手 👏 🪭
拍打	拍打 🫷 🫸
拐杖	拐杖 🩼
拒绝	拒绝 🫷 🫸
拖拉机	拖拉机 🚜
拖钓	拖钓 🧌
拖鞋	拖鞋 🩴 🥿
拘捕	拘捕 👮 👮‍♂️
招手	招手 🫴
拥抱	拥抱 🤗 👐 🧑‍🤝‍🧑 👭 👫 👬 🫂
拨浪鼓	拨浪鼓 🪇
拯救者	拯救者 🛟
拳击	拳击 👊 🥊
拳击台	拳击台 🤼 🤼‍♂️ 🤼‍♀️
拳击手套	拳击手套 🥊
拳头	拳头 ✊ 👊 🤛 🤜
拳打	拳打 ✊
拼图	拼图 🧩
拼贴	拼贴 📌
持有	持有 🥹
持有者	持有者 ♒
挂号的	挂号的 ®
挂起	挂起 🤙
指南	指南 🦮 🪬
指南针	指南针 🧭
指向	指向 👈 👉 👆 👇 ☝
指向观看者的索引	指向观看者的索引 🫵
指环王风格	指环王风格 🧝
指甲	指甲 💅
指甲油	指甲油 💅
指着	指着 🫵
指纹	指纹 🫆 🐾
按摩	按摩 💆 💆‍♂️ 💆‍♀️
按钮	按钮 🔄 🔀 🔁 🔂 ▶ ⏩ ⏭ ⏯ ◀ ⏪ ⏮ 🔼 ⏫ 🔽 ⏬ ⏸ ⏹ ⏺ ⏏ 🔅 🔆 ✅ ❎ 🅰 🆎 🅱 🆑 🆒 🆓 🆔 🆕 🆖 🅾 🆗 🅿 🆘 🆙 🆚 🈁 🈂 🈷 🈶 🈯 🉐 🈹 🈚 🈲 🉑 🈸 🈴 🈳 ㊗ ㊙ 🈺 🈵 🔘 🔳 🔲
挑选	挑选 🫳 🙋 🙋‍♂️ 🙋‍♀️ 🪮 ⛏
挑逗	挑逗 😉
挖	挖 🪏
挖苦	挖苦 💁‍♀️
挖苦的	挖苦的 💁 💁‍♂️
挤压	挤压 🪗
挤压盒	挤压盒 🪗
挥手	挥手 👋
挥舞	挥舞 🏴 🏳
挪威	挪威 🇳🇴
挫折	挫折 🫤
振动	振动 🫨 📳
振动模式	振动模式 📳
捂脸	捂脸 🤦 🤦‍♂️ 🤦‍♀️
捂脸的人	捂脸的人 🤦
捆	捆 🌾
捆绑	捆绑 🧣 🧥
捏	捏 👌 🤌 🤏
捏手	捏手 🤏
捐赠	捐赠 🩸
捕食者	捕食者 🐯 🐅 🐆
捕鼠器	捕鼠器 🪤
捷克	捷克 🇨🇿
掉落	掉落 🫳 🩸
掌声	掌声 👏
排序	排序 🤏
排球	排球 🏐
掠夺	掠夺 🏴‍☠️
探戈	探戈 💃 🕺
探测	探测 🧑‍🦯 🧑‍🦯‍➡️ 👨‍🦯 👨‍🦯‍➡️ 👩‍🦯 👩‍🦯‍➡️
接吻猫	接吻猫 😽
接收	接收 📲 📨 📥
接收器	接收器 📞
接球	接球 🤾 🤾‍♂️ 🤾‍♀️
接触	接触 🔎 📡
控制	控制 🎛 🛂
控制器	控制器 🎮
控制旋钮	控制旋钮 🎛
推	推 🫷 🫸
推举	推举 💪
推杆	推杆 🏌 🏌️‍♂️ 🏌️‍♀️
提供	提供 🫴
提出	提出 🙋 🙋‍♂️ 🙋‍♀️
提醒	提醒 🎗
提醒丝带	提醒丝带 🎗
提高	提高 🙋‍♀️
插头	插头 🔌
握住	握住 🫱 🫲 🫴 🫷 🫸 🤌
握手	握手 🫱 🫲 🤝
援助	援助 🦻 🐕‍🦺 ⛑ 🩼
搏斗	搏斗 🤼 🤼‍♂️
搜索	搜索 🔍 🔎
搞笑	搞笑 🤣 😂
摄像机	摄像机 📹
摇动	摇动 🪇
摇头	摇头 😒 🙈 🤦 🤦‍♂️ 🤦‍♀️
摇摆	摇摆 😏
摇晃	摇晃 🫨 🙂‍↔️ 🙂‍↕️ 🫱 🫲
摇晃的脸	摇晃的脸 🫨
摇滚	摇滚 🤘 👊 🧑‍🎤 👨‍🎤 👩‍🎤 🧷
摇滚明星	摇滚明星 🧑‍🎤 👨‍🎤 👩‍🎤
摔跤	摔跤 🤼 🤼‍♂️ 🤼‍♀️
摩天轮	摩天轮 🎡
摩尔多瓦	摩尔多瓦 🇲🇩
摩托艇	摩托艇 🛥
摩托车	摩托车 🏍
摩擦	摩擦 🧞 🧞‍♂️ 🧞‍♀️
摩洛哥	摩洛哥 🇲🇦
摩纳哥	摩纳哥 🇲🇨
摩羯座	摩羯座 🐐 ♑
撅嘴	撅嘴 😡 😾 🙎 🙎‍♂️ 🙎‍♀️
撅嘴的人	撅嘴的人 🙎
撅嘴的猫	撅嘴的猫 😾
撅嘴的男人	撅嘴的男人 🙎‍♂️
撒谎的脸	撒谎的脸 🤥
撕下	撕下 📆
撕下日历	撕下日历 📆
撕裂	撕裂 🤣 💪
撞击	撞击 👊
播放	播放 ▶ ⏯
播放或暂停按钮	播放或暂停按钮 ⏯
播放按钮	播放按钮 ▶
操纵杆	操纵杆 🕹
擒抱	擒抱 🤼 🤼‍♂️ 🤼‍♀️
攀爬的人	攀爬的人 🧗
攀登	攀登 🧗 🧗‍♂️ 🧗‍♀️
支付	支付 💰 💸 💳 💲
收件箱	收件箱 📥
收件箱托盘	收件箱托盘 📥
收据	收据 🧾
收益	收益 💪
收费	收费 💳 🈂 🈶 🈚
收起的雨伞	收起的雨伞 🌂
收音机	收音机 📻
改善	改善 ❤️‍🩹
改进	改进 🔨 🔧 🔩
改造	改造 👷 👷‍♂️ 👷‍♀️
放下	放下 🫳
放大	放大 🔍 🔎
放大镜向右倾斜	放大镜向右倾斜 🔎
放大镜向左倾斜	放大镜向左倾斜 🔍
放射性	放射性 ☢
放屁	放屁 💨
放心	放心 😥
放映机	放映机 📽
放松	放松 ☺ 😎 🤌 💆 💆‍♂️ 💆‍♀️ 🧖 🧖‍♂️ 🧖‍♀️ 🧘 🧘‍♂️ 🧘‍♀️
放松的	放松的 💆 💆‍♂️ 💆‍♀️
故事	故事 😇 😈 👿 💀 👹 👺 👻 👽 👾 👼 🎅 🤶 🧑‍🎄 🧚 🧚‍♂️ 🧚‍♀️ 🧌 🐲 🐉 🔮
救护车	救护车 🚑
救援	救援 🛟 ⛑
救援人员的头盔	救援人员的头盔 ⛑
救生圈	救生圈 🛟
教会	教会 ⛪
教堂	教堂 👼 💒 ⛪ 🔔
教授	教授 🧑‍🏫 👨‍🏫 👩‍🏫
教育	教育 🎒 🎓 📔 📕 📖 📗 📘 📙 📚
散步	散步 🚶 🚶‍♂️ 🚶‍♀️ 🚶‍➡️ 🚶‍♀️‍➡️ 🚶‍♂️‍➡️
敬畏	敬畏 🫢
敬礼	敬礼 🫡 🖖
敬礼的脸	敬礼的脸 🫡
数字	数字 🔢
数学	数学 📏 📐 ➖ ➗ 🟰
数学家	数学家 🧑‍🔬 👨‍🔬 👩‍🔬
数据	数据 📈 📉 📊
数量	数量 🤏
文件	文件 📄 📁 📂 🗃 🗄 🪪
文件夹	文件夹 📁 📂
文件柜	文件柜 🗄
文本	文本 💬
文档	文档 📃
文莱	文莱 🇧🇳
斋月	斋月 🌙 ☪
斐济	斐济 🇫🇯
斑点	斑点 🦒
斑马	斑马 🦓
斜嘴脸	斜嘴脸 🫤
斜眼脸	斜眼脸 😵
斜线	斜线 🔕
斧头	斧头 🪓
斯威士兰	斯威士兰 🇸🇿
斯洛伐克	斯洛伐克 🇸🇰
斯洛文尼亚	斯洛文尼亚 🇸🇮
斯瓦尔巴群岛和扬马延岛	斯瓦尔巴群岛和扬马延岛 🇸🇯
斯里兰卡	斯里兰卡 🇱🇰
新	新 🗽 🌑 🌚
新加坡	新加坡 🇸🇬
新品	新品 🆕
新喀里多尼亚	新喀里多尼亚 🇳🇨
新娘	新娘 👰‍♀️
新干线	新干线 🚄 🚅
新建按钮	新建按钮 🆕
新月	新月 🌑 🌒 🌘 🌙 ☪
新月形面包	新月形面包 🥐
新月脸	新月脸 🌚
新生儿	新生儿 👶 👩‍🍼 👨‍🍼 🧑‍🍼 🐥
新西兰	新西兰 🇳🇿
新郎	新郎 🤵‍♂️ 🪮
新闻	新闻 📰 🗞
新鲜	新鲜 💈 🪟
方便	方便 🪛
方向	方向 🧭 ⬆ ↗ ➡ ↘ ⬇ ↙ ⬅ ↖
方块	方块 🟥 🟨
方式	方式 🤯 😲 🌌
方形	方形 🟧 🟦 🟫 ◼ ◾ ▪ 🔲
方格	方格 🏁
方格旗	方格旗 🏁
施工	施工 👷 👷‍♂️ 👷‍♀️ 🏗
旅行	旅行 🚂 🚃 🚅 🚇 🚞 🚤 🚢 ✈ 🚁 🚀 🧳 📷 🗿 🛄
旋转	旋转 💞 🦔 🚲 🚨
旋转卡片匣	旋转卡片匣 📇
旋转木马	旋转木马 🎠
旋转的心	旋转的心 💞
旋钮	旋钮 🎛
旋风	旋风 🌪
旗	旗 🇦🇨 🇦🇩 🇦🇪 🇦🇫 🇦🇬 🇦🇮 🇦🇱 🇦🇲 🇦🇴 🇦🇶 🇦🇷 🇦🇸 🇦🇹 🇦🇺 🇦🇼 🇦🇽 🇦🇿 🇧🇦 🇧🇧 🇧🇩 🇧🇪 🇧🇫 🇧🇬 🇧🇭 🇧🇮 🇧🇯 🇧🇱 🇧🇲 🇧🇳 🇧🇴 🇧🇶 🇧🇷 🇧🇸 🇧🇹 🇧🇻 🇧🇼 🇧🇾 🇧🇿 🇨🇦 🇨🇨 🇨🇩 🇨🇫 🇨🇬 🇨🇭 🇨🇮 🇨🇰 🇨🇱 🇨🇲 🇨🇳 🇨🇴 🇨🇵 🇨🇶 🇨🇷 🇨🇺 🇨🇻 🇨🇼 🇨🇽 🇨🇾 🇨🇿 🇩🇪 🇩🇬 🇩🇯 🇩🇰 🇩🇲 🇩🇴 🇩🇿 🇪🇦 🇪🇨 🇪🇪 🇪🇬 🇪🇭 🇪🇷 🇪🇸 🇪🇹 🇪🇺 🇫🇮 🇫🇯 🇫🇰 🇫🇲 🇫🇴 🇫🇷 🇬🇦 🇬🇧 🇬🇩 🇬🇪 🇬🇫 🇬🇬 🇬🇭 🇬🇮 🇬🇱 🇬🇲 🇬🇳 🇬🇵 🇬🇶 🇬🇷 🇬🇸 🇬🇹 🇬🇺 🇬🇼 🇬🇾 🇭🇰 🇭🇲 🇭🇳 🇭🇷 🇭🇹 🇭🇺 🇮🇨 🇮🇩 🇮🇪 🇮🇱 🇮🇲 🇮🇳 🇮🇴 🇮🇶 🇮🇷 🇮🇸 🇮🇹 🇯🇪 🇯🇲 🇯🇴 🇯🇵 🇰🇪 🇰🇬 🇰🇭 🇰🇮 🇰🇲 🇰🇳 🇰🇵 🇰🇷 🇰🇼 🇰🇾 🇰🇿 🇱🇦 🇱🇧 🇱🇨 🇱🇮 🇱🇰 🇱🇷 🇱🇸 🇱🇹 🇱🇺 🇱🇻 🇱🇾 🇲🇦 🇲🇨 🇲🇩 🇲🇪 🇲🇫 🇲🇬 🇲🇭 🇲🇰 🇲🇱 🇲🇲 🇲🇳 🇲🇴 🇲🇵 🇲🇶 🇲🇷 🇲🇸 🇲🇹 🇲🇺 🇲🇻 🇲🇼 🇲🇽 🇲🇾 🇲🇿 🇳🇦 🇳🇨 🇳🇪 🇳🇫 🇳🇬 🇳🇮 🇳🇱 🇳🇴 🇳🇵 🇳🇷 🇳🇺 🇳🇿 🇴🇲 🇵🇦 🇵🇪 🇵🇫 🇵🇬 🇵🇭 🇵🇰 🇵🇱 🇵🇲 🇵🇳 🇵🇷 🇵🇸 🇵🇹 🇵🇼 🇵🇾 🇶🇦 🇷🇴 🇷🇸 🇷🇺 🇷🇼 🇸🇦 🇸🇧 🇸🇨 🇸🇩 🇸🇪 🇸🇬 🇸🇭 🇸🇮 🇸🇯 🇸🇰 🇸🇱 🇸🇲 🇸🇳 🇸🇴 🇸🇷 🇸🇸 🇸🇹 🇸🇻 🇸🇽 🇸🇾 🇸🇿 🇹🇦 🇹🇨 🇹🇩 🇹🇫 🇹🇬 🇹🇭 🇹🇯 🇹🇰 🇹🇱 🇹🇲 🇹🇳 🇹🇴 🇹🇷 🇹🇹 🇹🇻 🇹🇼 🇹🇿 🇺🇦 🇺🇬 🇺🇲 🇺🇳 🇺🇸 🇺🇾 🇺🇿 🇻🇦 🇻🇨 🇻🇪 🇻🇬 🇻🇮 🇻🇳 🇻🇺 🇼🇫 🇼🇸 🇽🇰 🇾🇪 🇾🇹 🇿🇦 🇿🇲 🇿🇼 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿
旗帜	旗帜 ⛳ 📫 📪 📬 📭 🏁 🚩 🎌 🏴 🏳 🏳️‍🌈 🏳️‍⚧️ 🏴‍☠️ 🇦🇨 🇦🇩 🇦🇪 🇦🇫 🇦🇬 🇦🇮 🇦🇱 🇦🇲 🇦🇴 🇦🇶 🇦🇷 🇦🇸 🇦🇹 🇦🇺 🇦🇼 🇦🇽 🇦🇿 🇧🇦 🇧🇧 🇧🇩 🇧🇪 🇧🇫 🇧🇬 🇧🇭 🇧🇮 🇧🇯 🇧🇱 🇧🇲 🇧🇳 🇧🇴 🇧🇶 🇧🇷 🇧🇸 🇧🇹 🇧🇻 🇧🇼 🇧🇾 🇧🇿 🇨🇦 🇨🇨 🇨🇩 🇨🇫 🇨🇬 🇨🇭 🇨🇮 🇨🇰 🇨🇱 🇨🇲 🇨🇳 🇨🇴 🇨🇵 🇨🇶 🇨🇷 🇨🇺 🇨🇻 🇨🇼 🇨🇽 🇨🇾 🇨🇿 🇩🇪 🇩🇬 🇩🇯 🇩🇰 🇩🇲 🇩🇴 🇩🇿 🇪🇦 🇪🇨 🇪🇪 🇪🇬 🇪🇭 🇪🇷 🇪🇸 🇪🇹 🇪🇺 🇫🇮 🇫🇯 🇫🇰 🇫🇲 🇫🇴 🇫🇷 🇬🇦 🇬🇧 🇬🇩 🇬🇪 🇬🇫 🇬🇬 🇬🇭 🇬🇮 🇬🇱 🇬🇲 🇬🇳 🇬🇵 🇬🇶 🇬🇷 🇬🇸 🇬🇹 🇬🇺 🇬🇼 🇬🇾 🇭🇰 🇭🇲 🇭🇳 🇭🇷 🇭🇹 🇭🇺 🇮🇨 🇮🇩 🇮🇪 🇮🇱 🇮🇲 🇮🇳 🇮🇴 🇮🇶 🇮🇷 🇮🇸 🇮🇹 🇯🇪 🇯🇲 🇯🇴 🇯🇵 🇰🇪 🇰🇬 🇰🇭 🇰🇮 🇰🇲 🇰🇳 🇰🇵 🇰🇷 🇰🇼 🇰🇾 🇰🇿 🇱🇦 🇱🇧 🇱🇨 🇱🇮 🇱🇰 🇱🇷 🇱🇸 🇱🇹 🇱🇺 🇱🇻 🇱🇾 🇲🇦 🇲🇨 🇲🇩 🇲🇪 🇲🇫 🇲🇬 🇲🇭 🇲🇰 🇲🇱 🇲🇲 🇲🇳 🇲🇴 🇲🇵 🇲🇶 🇲🇷 🇲🇸 🇲🇹 🇲🇺 🇲🇻 🇲🇼 🇲🇽 🇲🇾 🇲🇿 🇳🇦 🇳🇨 🇳🇪 🇳🇫 🇳🇬 🇳🇮 🇳🇱 🇳🇴 🇳🇵 🇳🇷 🇳🇺 🇳🇿 🇴🇲 🇵🇦 🇵🇪 🇵🇫 🇵🇬 🇵🇭 🇵🇰 🇵🇱 🇵🇲 🇵🇳 🇵🇷 🇵🇸 🇵🇹 🇵🇼 🇵🇾 🇶🇦 🇷🇪 🇷🇴 🇷🇸 🇷🇺 🇷🇼 🇸🇦 🇸🇧 🇸🇨 🇸🇩 🇸🇪 🇸🇬 🇸🇭 🇸🇮 🇸🇯 🇸🇰 🇸🇱 🇸🇲 🇸🇳 🇸🇴 🇸🇷 🇸🇸 🇸🇹 🇸🇻 🇸🇽 🇸🇾 🇸🇿 🇹🇦 🇹🇨 🇹🇩 🇹🇫 🇹🇬 🇹🇭 🇹🇯 🇹🇰 🇹🇱 🇹🇲 🇹🇳 🇹🇴 🇹🇷 🇹🇹 🇹🇻 🇹🇼 🇹🇿 🇺🇦 🇺🇬 🇺🇲 🇺🇳 🇺🇸 🇺🇾 🇺🇿 🇻🇦 🇻🇨 🇻🇪 🇻🇬 🇻🇮 🇻🇳 🇻🇺 🇼🇫 🇼🇸 🇽🇰 🇾🇪 🇾🇹 🇿🇦 🇿🇲 🇿🇼 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿
无	无 🙂‍↔️ 🫙 🈵
无叶树	无叶树 🪾
无叶的	无叶的 🪾
无嘴	无嘴 😶
无声	无声 😶 🔇 🔕
无柄茶杯	无柄茶杯 🍵
无毛	无毛 🦲
无界	无界 ♾
无知	无知 🤷 🤷‍♂️ 🤷‍♀️
无礼	无礼 💁‍♀️
无礼的	无礼的 💁 💁‍♂️
无神论者	无神论者 ⚛
无穷大	无穷大 ♾
无线	无线 🛜
无线局域网	无线局域网 🛜
无线电	无线电 🔘
无线的	无线的 🛜
无线网络	无线网络 🛜
无聊	无聊 😒 😔 🫩 🥱 💅
无脊椎动物	无脊椎动物 🪼
无言	无言 😶
无论	无论 🥱 🤷 🤷‍♂️ 🤷‍♀️
无论什么	无论什么 😝
无轨电车	无轨电车 🚃 🚊 🚋 🚎
无限	无限 ♾
无障碍设施	无障碍设施 🦾 🦿 🧑‍🦯 🧑‍🦯‍➡️ 👨‍🦯 👨‍🦯‍➡️ 🧑‍🦼 🧑‍🦼‍➡️ 👩‍🦼 👩‍🦼‍➡️ 🧑‍🦽 🧑‍🦽‍➡️ 👨‍🦽 👨‍🦽‍➡️ 👩‍🦽 👩‍🦽‍➡️ 🛗
日元	日元 💴 💹
日元纸币	日元纸币 💴
日出	日出 🌄 🌅
日历	日历 📅 📆 🗓
日式	日式 🍡
日文	日文 🈯
日期	日期 💘 💕 💐 📅
日本	日本 🗾 🎍 🇯🇵
日本地图	日本地图 🗾
日本城堡	日本城堡 🏯
日本娃娃	日本娃娃 🎎
日本邮局	日本邮局 🏣
日落	日落 🌆 🌇
日语	日语 🍙 🏣 🏯 🎋 🎎 🎴 🔰 🈁 🈂 🈷 🈶 🉐 🈹 🈚 🈲 🉑 🈸 🈴 🈳 ㊗ ㊙ 🈺 🈵 🎌
日间	日间 🧖‍♀️
旧	旧 🦳 📼 📇 🗝
旧钥匙	旧钥匙 🗝
早晨	早晨 💖 ☕ 🌄 🌅
早餐	早餐 🥐 🥯 🥞 🧇 🥓 🥚 🍳 🥣 🍩 🍴
时尚	时尚 👠
时钟	时钟 ⌚ ⏰ ⏱ ⏲ 🕰 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕡 🕖 🕢 🕗 🕣 🕘 🕤 🕙 🕥 🕚 🕦
时间	时间 😥 ⌛ ⌚ ⏰ ⏱ 🕰 🕛 🕧 🕐 🕜 🕑 🕝 🕒 🕞 🕓 🕟 🕔 🕠 🕕 🕗 🕣 🕘 🕤 🕥 🕚 🕦
昂贵	昂贵 🫰
昆虫	昆虫 🦋 🐛 🐜 🐝 🪲 🐞 🦗 🪳 🕷 🦟 🪰
明亮	明亮 😎 ☀ 🌝 🌞 🔆
明亮的按钮	明亮的按钮 🔆
明星	明星 🤩 💫 🧑‍🎤 👨‍🎤 👩‍🎤 🌟 ✡
明智	明智 👴
昏倒	昏倒 😵
星	星 ✨ 🔯 ✳ ✴ ❇ *️⃣
星光熠熠	星光熠熠 🤩
星号	星号 ✨ ✳ ✴ ❇ *️⃣
星座	星座 ♉ ♋ ♎ ♐ ♒ ♓
星座运势	星座运势 ♈ ♊ ♌ ♍ ♏ ♑
星星	星星 💫 🌃 ⭐ 🌠 ✨ ☪
星月	星月 ☪
春天	春天 🐝 🌸 🪻
是	是 🙂‍↕️ 👲
是的	是的 🫡 💯 👍
显微镜	显微镜 🔬
显示	显示 🌍 🌎 🌏
显示器	显示器 🖥
晃动	晃动 🙂‍↔️
晕眩的	晕眩的 💫
晚	晚 ⏰
晚上	晚上 🌆 🌉
晚了	晚了 🫩
晚安	晚安 😪 😴 🥱 💤 🛌
晚餐	晚餐 🐟 🍽 🍴
普遍	普遍 ♾
晴朗	晴朗 ☀ 🌞
智利	智利 🇨🇱
智者	智者 🧓 👵
智能	智能 🧠
智能手机	智能手机 🛜
暂停	暂停 🫷 🫸 ⏯ ⏸
暂停按钮	暂停按钮 ⏸
暗淡	暗淡 🔅
暗淡按钮	暗淡按钮 🔅
暴怒	暴怒 😤 😡 😠
暴龙	暴龙 🦖
曲奇饼	曲奇饼 🍪
曲棍球	曲棍球 🏑 🏒
